geneID	geneSymbol	module
ENSG00000116005	PCYOX1	metabolic
ENSG00000116171	SCP2	metabolic
ENSG00000116237	ICMT	metabolic
ENSG00000116711	PLA2G4A	metabolic
ENSG00000116906	GNPAT	metabolic
ENSG00000117069	ST6GALNAC5	metabolic
ENSG00000117215	PLA2G2D	metabolic
ENSG00000117594	HSD11B1	metabolic
ENSG00000117600	PLPPR4	metabolic
ENSG00000118276	B4GALT6	metabolic
ENSG00000119227	PIGZ	metabolic
ENSG00000119537	KDSR	metabolic
ENSG00000119723	COQ6	metabolic
ENSG00000119927	GPAM	metabolic
ENSG00000120820	GLT8D2	metabolic
ENSG00000120992	LYPLA1	metabolic
ENSG00000121578	B4GALT4	metabolic
ENSG00000122787	AKR1D1	metabolic
ENSG00000123739	PLA2G12A	metabolic
ENSG00000124003	MOGAT1	metabolic
ENSG00000124091	GCNT7	metabolic
ENSG00000125772	GPCPD1	metabolic
ENSG00000126821	SGPP1	metabolic
ENSG00000127472	PLA2G5	metabolic
ENSG00000128039	SRD5A3	metabolic
ENSG00000128242	GAL3ST1	metabolic
ENSG00000128274	A4GALT	metabolic
ENSG00000129219	PLD2	metabolic
ENSG00000129951	PLPPR3	metabolic
ENSG00000130052	STARD8	metabolic
ENSG00000130653	PNPLA7	metabolic
ENSG00000130948	HSD17B3	metabolic
ENSG00000131373	HACL1	metabolic
ENSG00000132196	HSD17B7	metabolic
ENSG00000132423	COQ3	metabolic
ENSG00000132793	LPIN3	metabolic
ENSG00000133027	PEMT	metabolic
ENSG00000133121	STARD13	metabolic
ENSG00000134240	HMGCS2	metabolic
ENSG00000134255	CEPT1	metabolic
ENSG00000134324	LPIN1	metabolic
ENSG00000134780	DAGLA	metabolic
ENSG00000135241	PNPLA8	metabolic
ENSG00000135454	B4GALNT1	metabolic
ENSG00000135587	SMPD2	metabolic
ENSG00000135929	CYP27A1	metabolic
ENSG00000136267	DGKB	metabolic
ENSG00000136699	SMPD4	metabolic
ENSG00000136731	UGGT1	metabolic
ENSG00000136840	ST6GALNAC4	metabolic
ENSG00000138018	SELENOI	metabolic
ENSG00000138678	GPAT3	metabolic
ENSG00000139044	B4GALNT3	metabolic
ENSG00000139163	ETNK1	metabolic
ENSG00000139624	CERS5	metabolic
ENSG00000140459	CYP11A1	metabolic
ENSG00000141934	PLPP2	metabolic
ENSG00000143315	PIGM	metabolic
ENSG00000143418	CERS2	metabolic
ENSG00000143753	DEGS1	metabolic
ENSG00000143815	LBR	metabolic
ENSG00000143845	ETNK2	metabolic
ENSG00000145214	DGKQ	metabolic
ENSG00000145476	CYP4V2	metabolic
ENSG00000145545	SRD5A1	metabolic
ENSG00000146070	PLA2G7	metabolic
ENSG00000146151	HMGCLL1	metabolic
ENSG00000147155	EBP	metabolic
ENSG00000147162	OGT	metabolic
ENSG00000147383	NSDHL	metabolic
ENSG00000147465	STAR	metabolic
ENSG00000147535	PLPP5	metabolic
ENSG00000148154	UGCG	metabolic
ENSG00000148288	GBGT1	metabolic
ENSG00000148377	IDI2	metabolic
ENSG00000148459	PDSS1	metabolic
ENSG00000148795	CYP17A1	metabolic
ENSG00000149091	DGKZ	metabolic
ENSG00000149476	TKFC	metabolic
ENSG00000149742	SLC22A9	metabolic
ENSG00000149809	TM7SF2	metabolic
ENSG00000151632	AKR1C2	metabolic
ENSG00000152642	GPD1L	metabolic
ENSG00000153933	DGKE	metabolic
ENSG00000154227	CERS3	metabolic
ENSG00000155189	AGPAT5	metabolic
ENSG00000156471	PTDSS1	metabolic
ENSG00000156966	B3GNT7	metabolic
ENSG00000157184	CPT2	metabolic
ENSG00000157399	ARSL	metabolic
ENSG00000157680	DGKI	metabolic
ENSG00000158006	PAFAH2	metabolic
ENSG00000158669	GPAT4	metabolic
ENSG00000158786	PLA2G2F	metabolic
ENSG00000159337	PLA2G4D	metabolic
ENSG00000159433	STARD9	metabolic
ENSG00000160216	AGPAT3	metabolic
ENSG00000160285	LSS	metabolic
ENSG00000160408	ST6GALNAC6	metabolic
ENSG00000160882	CYP11B1	metabolic
ENSG00000161217	PCYT1A	metabolic
ENSG00000162407	PLPP3	metabolic
ENSG00000162551	ALPL	metabolic
ENSG00000162630	B3GALT2	metabolic
ENSG00000162885	B3GALNT2	metabolic
ENSG00000163283	ALPP	metabolic
ENSG00000163286	ALPG	metabolic
ENSG00000163295	ALPI	metabolic
ENSG00000163344	PMVK	metabolic
ENSG00000163624	CDS1	metabolic
ENSG00000163686	ABHD6	metabolic
ENSG00000163803	PLB1	metabolic
ENSG00000164023	SGMS2	metabolic
ENSG00000164089	ETNPPL	metabolic
ENSG00000164211	STARD4	metabolic
ENSG00000164303	ENPP6	metabolic
ENSG00000164494	PDSS2	metabolic
ENSG00000164535	DAGLB	metabolic
ENSG00000166035	LIPC	metabolic
ENSG00000166224	SGPL1	metabolic
ENSG00000166311	SMPD1	metabolic
ENSG00000166391	MOGAT2	metabolic
ENSG00000167080	B4GALNT2	metabolic
ENSG00000167186	COQ7	metabolic
ENSG00000167508	MVD	metabolic
ENSG00000167588	GPD1	metabolic
ENSG00000167769	ACER1	metabolic
ENSG00000167780	SOAT2	metabolic
ENSG00000167889	MGAT5B	metabolic
ENSG00000168092	PAFAH1B2	metabolic
ENSG00000168350	DEGS2	metabolic
ENSG00000168522	FNTA	metabolic
ENSG00000168907	PLA2G4F	metabolic
ENSG00000169255	B3GALNT1	metabolic
ENSG00000169359	SLC33A1	metabolic
ENSG00000169692	AGPAT2	metabolic
ENSG00000170271	FAXDC2	metabolic
ENSG00000170340	B3GNT2	metabolic
ENSG00000170835	CEL	metabolic
ENSG00000170890	PLA2G1B	metabolic
ENSG00000172292	CERS6	metabolic
ENSG00000172296	SPTLC3	metabolic
ENSG00000172318	B3GALT1	metabolic
ENSG00000172345	STARD5	metabolic
ENSG00000172461	FUT9	metabolic
ENSG00000172728	FUT10	metabolic
ENSG00000172817	CYP7B1	metabolic
ENSG00000172893	DHCR7	metabolic
ENSG00000173085	COQ2	metabolic
ENSG00000173868	PHOSPHO1	metabolic
ENSG00000174448	STARD6	metabolic
ENSG00000174915	PTDSS2	metabolic
ENSG00000174951	FUT1	metabolic
ENSG00000175003	SLC22A1	metabolic
ENSG00000175066	GK5	metabolic
ENSG00000175445	LPL	metabolic
ENSG00000175505	CLCF1	metabolic
ENSG00000175535	PNLIP	metabolic
ENSG00000175711	B3GNTL1	metabolic
ENSG00000176170	SPHK1	metabolic
ENSG00000176383	B3GNT4	metabolic
ENSG00000176485	PLAAT3	metabolic
ENSG00000176597	B3GNT5	metabolic
ENSG00000176920	FUT2	metabolic
ENSG00000177076	ACER2	metabolic
ENSG00000177191	B3GNT8	metabolic
ENSG00000177628	GBA1	metabolic
ENSG00000177666	PNPLA2	metabolic
ENSG00000178537	SLC25A20	metabolic
ENSG00000179142	CYP11B2	metabolic
ENSG00000179598	PLD6	metabolic
ENSG00000179913	B3GNT3	metabolic
ENSG00000180549	FUT7	metabolic
ENSG00000181019	NQO1	metabolic
ENSG00000182156	ENPP7	metabolic
ENSG00000182272	B4GALNT4	metabolic
ENSG00000182333	LIPF	metabolic
ENSG00000182591	KRTAP11-1	metabolic
ENSG00000183778	B3GALT5	metabolic
ENSG00000184005	ST6GALNAC3	metabolic
ENSG00000184381	PLA2G6	metabolic
ENSG00000185000	DGAT1	metabolic
ENSG00000185813	PCYT2	metabolic
ENSG00000186281	GPAT2	metabolic
ENSG00000187021	PNLIPRP1	metabolic
ENSG00000187676	B3GLCT	metabolic
ENSG00000188089	PLA2G4E	metabolic
ENSG00000188257	PLA2G2A	metabolic
ENSG00000188611	ASAH2	metabolic
ENSG00000188784	PLA2G2E	metabolic
ENSG00000196139	AKR1C3	metabolic
ENSG00000196371	FUT4	metabolic
ENSG00000196475	GK2	metabolic
ENSG00000196968	FUT11	metabolic
ENSG00000197119	SLC25A29	metabolic
ENSG00000197208	SLC22A4	metabolic
ENSG00000197375	SLC22A5	metabolic
ENSG00000197580	BCO2	metabolic
ENSG00000198814	GK	metabolic
ENSG00000198951	NAGA	metabolic
ENSG00000198964	SGMS1	metabolic
ENSG00000203805	PLPP4	metabolic
ENSG00000203837	PNLIPRP3	metabolic
ENSG00000203857	HSD3B1	metabolic
ENSG00000203859	HSD3B2	metabolic
ENSG00000204007	GLT6D1	metabolic
ENSG00000204310	AGPAT1	metabolic
ENSG00000213398	LCAT	metabolic
ENSG00000214530	STARD10	metabolic
ENSG00000223802	CERS1	metabolic
ENSG00000229894	GK3	metabolic
ENSG00000231852	CYP21A2	metabolic
ENSG00000235863	B3GALT4	metabolic
ENSG00000237172	B3GNT9	metabolic
ENSG00000241878	PISD	metabolic
ENSG00000243708	PLA2G4B	metabolic
ENSG00000249948	GBA3	metabolic
ENSG00000251287	ALG1L2	metabolic
ENSG00000257365	FNTB	metabolic
ENSG00000266200	PNLIPRP2	metabolic
ENSG00000274588	DGKK	metabolic
ENSG00000277494	GPIHBP1	metabolic
ENSG00000277893	SRD5A2	metabolic
ENSG00000002587	HS3ST1	metabolic
ENSG00000003137	CYP26B1	metabolic
ENSG00000003987	MTMR7	metabolic
ENSG00000004468	CD38	metabolic
ENSG00000004799	PDK4	metabolic
ENSG00000004961	HCCS	metabolic
ENSG00000005339	CREBBP	metabolic
ENSG00000005471	ABCB4	metabolic
ENSG00000007541	PIGQ	metabolic
ENSG00000008130	NADK	metabolic
ENSG00000009830	POMT2	metabolic
ENSG00000010404	IDS	metabolic
ENSG00000011405	PIK3C2A	metabolic
ENSG00000012232	EXTL3	metabolic
ENSG00000015532	XYLT2	metabolic
ENSG00000019186	CYP24A1	metabolic
ENSG00000021488	SLC7A9	metabolic
ENSG00000023572	GLRX2	metabolic
ENSG00000023839	ABCC2	metabolic
ENSG00000033100	CHPF2	metabolic
ENSG00000036530	CYP46A1	metabolic
ENSG00000038210	PI4K2B	metabolic
ENSG00000040933	INPP4A	metabolic
ENSG00000047457	CP	metabolic
ENSG00000051382	PIK3CB	metabolic
ENSG00000054148	PHPT1	metabolic
ENSG00000059377	TBXAS1	metabolic
ENSG00000063601	MTMR1	metabolic
ENSG00000064225	ST3GAL6	metabolic
ENSG00000065615	CYB5R4	metabolic
ENSG00000065911	MTHFD2	metabolic
ENSG00000067840	PDZD4	metabolic
ENSG00000068001	HYAL2	metabolic
ENSG00000068120	COASY	metabolic
ENSG00000068383	INPP5A	metabolic
ENSG00000068745	IP6K2	metabolic
ENSG00000069667	RORA	metabolic
ENSG00000071967	CYBRD1	metabolic
ENSG00000072042	RDH11	metabolic
ENSG00000072310	SREBF1	metabolic
ENSG00000072657	TRHDE	metabolic
ENSG00000073734	ABCB11	metabolic
ENSG00000073737	DHRS9	metabolic
ENSG00000077009	NMRK2	metabolic
ENSG00000078142	PIK3C3	metabolic
ENSG00000078269	SYNJ2	metabolic
ENSG00000080511	RDH8	metabolic
ENSG00000080819	CPOX	metabolic
ENSG00000081479	LRP2	metabolic
ENSG00000083807	SLC27A5	metabolic
ENSG00000084453	SLCO1A2	metabolic
ENSG00000084676	NCOA1	metabolic
ENSG00000086544	ITPKC	metabolic
ENSG00000087053	MTMR2	metabolic
ENSG00000087111	PIGS	metabolic
ENSG00000090013	BLVRB	metabolic
ENSG00000091704	CPA1	metabolic
ENSG00000092009	CMA1	metabolic
ENSG00000095596	CYP26A1	metabolic
ENSG00000095917	TPSD1	metabolic
ENSG00000100092	SH3BP1	metabolic
ENSG00000100243	CYB5R3	metabolic
ENSG00000100253	MIOX	metabolic
ENSG00000100292	HMOX1	metabolic
ENSG00000100564	PIGH	metabolic
ENSG00000100605	ITPK1	metabolic
ENSG00000100652	SLC10A1	metabolic
ENSG00000100714	MTHFD1	metabolic
ENSG00000100979	PLTP	metabolic
ENSG00000101187	SLCO4A1	metabolic
ENSG00000101333	PLCB4	metabolic
ENSG00000101464	PIGU	metabolic
ENSG00000101849	TBL1X	metabolic
ENSG00000101986	ABCD1	metabolic
ENSG00000102043	MTMR8	metabolic
ENSG00000102575	ACP5	metabolic
ENSG00000103222	ABCC1	metabolic
ENSG00000103415	HMOX2	metabolic
ENSG00000103485	QPRT	metabolic
ENSG00000103489	XYLT1	metabolic
ENSG00000105647	PIK3R2	metabolic
ENSG00000105655	ISYNA1	metabolic
ENSG00000105835	NAMPT	metabolic
ENSG00000105851	PIK3CG	metabolic
ENSG00000106302	HYAL4	metabolic
ENSG00000106304	SPAM1	metabolic
ENSG00000106605	BLVRA	metabolic
ENSG00000106733	NMRK1	metabolic
ENSG00000107242	PIP5K1B	metabolic
ENSG00000107611	CUBN	metabolic
ENSG00000107789	MINPP1	metabolic
ENSG00000108439	PNPO	metabolic
ENSG00000108474	PIGL	metabolic
ENSG00000108784	NAGLU	metabolic
ENSG00000108846	ABCC3	metabolic
ENSG00000109452	INPP4B	metabolic
ENSG00000109743	BST1	metabolic
ENSG00000109956	B3GAT1	metabolic
ENSG00000111012	CYP27B1	metabolic
ENSG00000111077	TNS2	metabolic
ENSG00000111339	ART4	metabolic
ENSG00000111696	NT5DC3	metabolic
ENSG00000111700	SLCO1B3	metabolic
ENSG00000111817	DSE	metabolic
ENSG00000111846	GCNT2	metabolic
ENSG00000112293	GPLD1	metabolic
ENSG00000112299	VNN1	metabolic
ENSG00000112303	VNN2	metabolic
ENSG00000112309	B3GAT2	metabolic
ENSG00000112367	FIG4	metabolic
ENSG00000112874	NUDT12	metabolic
ENSG00000112992	NNT	metabolic
ENSG00000113273	ARSB	metabolic
ENSG00000114113	RBP2	metabolic
ENSG00000114115	RBP1	metabolic
ENSG00000114378	HYAL1	metabolic
ENSG00000114805	PLCH1	metabolic
ENSG00000114982	KANSL3	metabolic
ENSG00000115020	PIKFYVE	metabolic
ENSG00000115556	PLCD4	metabolic
ENSG00000116096	SPR	metabolic
ENSG00000116745	RPE65	metabolic
ENSG00000117461	PIK3R3	metabolic
ENSG00000117528	ABCD3	metabolic
ENSG00000118137	APOA1	metabolic
ENSG00000120137	PANK3	metabolic
ENSG00000120254	MTHFD1L	metabolic
ENSG00000121207	LRAT	metabolic
ENSG00000121270	ABCC11	metabolic
ENSG00000121879	PIK3CA	metabolic
ENSG00000122126	OCRL	metabolic
ENSG00000122254	HS3ST2	metabolic
ENSG00000122824	NUDT10	metabolic
ENSG00000122863	CHST3	metabolic
ENSG00000123213	NLN	metabolic
ENSG00000123989	CHPF	metabolic
ENSG00000124151	NCOA3	metabolic
ENSG00000124155	PIGT	metabolic
ENSG00000124181	PLCG1	metabolic
ENSG00000124212	PTGIS	metabolic
ENSG00000124615	MOCS1	metabolic
ENSG00000125255	SLC10A2	metabolic
ENSG00000125257	ABCC4	metabolic
ENSG00000125430	HS3ST3B1	metabolic
ENSG00000125779	PANK2	metabolic
ENSG00000126088	UROD	metabolic
ENSG00000126091	ST3GAL3	metabolic
ENSG00000126368	NR1D1	metabolic
ENSG00000127080	IPPK	metabolic
ENSG00000127125	PPCS	metabolic
ENSG00000127415	IDUA	metabolic
ENSG00000128918	ALDH1A2	metabolic
ENSG00000129167	TPH1	metabolic
ENSG00000129596	CDO1	metabolic
ENSG00000129673	AANAT	metabolic
ENSG00000129744	ART1	metabolic
ENSG00000130234	ACE2	metabolic
ENSG00000130383	FUT5	metabolic
ENSG00000130714	POMT1	metabolic
ENSG00000130821	SLC6A8	metabolic
ENSG00000130822	PNCK	metabolic
ENSG00000130988	RGN	metabolic
ENSG00000131828	PDHA1	metabolic
ENSG00000131873	CHSY1	metabolic
ENSG00000131979	GCH1	metabolic
ENSG00000132376	INPP5K	metabolic
ENSG00000132570	PCBD2	metabolic
ENSG00000132958	TPTE2	metabolic
ENSG00000133056	PIK3C2B	metabolic
ENSG00000133116	KL	metabolic
ENSG00000133731	IMPA1	metabolic
ENSG00000133742	CA1	metabolic
ENSG00000134538	SLCO1B1	metabolic
ENSG00000135002	RFK	metabolic
ENSG00000135218	CD36	metabolic
ENSG00000135437	RDH5	metabolic
ENSG00000135677	GNS	metabolic
ENSG00000135697	BCO1	metabolic
ENSG00000135744	AGT	metabolic
ENSG00000135778	NTPCR	metabolic
ENSG00000135845	PIGC	metabolic
ENSG00000136010	ALDH1L2	metabolic
ENSG00000136213	CHST12	metabolic
ENSG00000136371	MTHFS	metabolic
ENSG00000136960	ENPP2	metabolic
ENSG00000137574	TGS1	metabolic
ENSG00000137770	CTDSPL2	metabolic
ENSG00000137825	ITPKA	metabolic
ENSG00000137841	PLCB2	metabolic
ENSG00000138135	CH25H	metabolic
ENSG00000138193	PLCE1	metabolic
ENSG00000138207	RBP4	metabolic
ENSG00000138604	GLCE	metabolic
ENSG00000138621	PPCDC	metabolic
ENSG00000138641	HERC3	metabolic
ENSG00000138823	MTTP	metabolic
ENSG00000139144	PIK3C2G	metabolic
ENSG00000139151	PLCZ1	metabolic
ENSG00000139278	GLIPR1	metabolic
ENSG00000139287	TPH2	metabolic
ENSG00000139304	PTPRQ	metabolic
ENSG00000139428	MMAB	metabolic
ENSG00000139505	MTMR6	metabolic
ENSG00000139547	RDH16	metabolic
ENSG00000139631	CSAD	metabolic
ENSG00000140396	NCOA2	metabolic
ENSG00000140522	RLBP1	metabolic
ENSG00000140534	TICRR	metabolic
ENSG00000141027	NCOR1	metabolic
ENSG00000141401	IMPA2	metabolic
ENSG00000141506	PIK3R5	metabolic
ENSG00000142453	CARM1	metabolic
ENSG00000142513	ACP4	metabolic
ENSG00000142892	PIGK	metabolic
ENSG00000143224	PPOX	metabolic
ENSG00000143344	RGL1	metabolic
ENSG00000143393	PI4KB	metabolic
ENSG00000143398	PIP5K1A	metabolic
ENSG00000143772	ITPKB	metabolic
ENSG00000144048	DUSP11	metabolic
ENSG00000144362	PHOSPHO2	metabolic
ENSG00000144908	ALDH1L1	metabolic
ENSG00000145321	GC	metabolic
ENSG00000145337	PYURF	metabolic
ENSG00000145675	PIK3R1	metabolic
ENSG00000145725	PPIP5K2	metabolic
ENSG00000146233	CYP39A1	metabolic
ENSG00000147160	AWAT2	metabolic
ENSG00000147408	CSGALNACT1	metabolic
ENSG00000147813	NAPRT	metabolic
ENSG00000147872	PLIN2	metabolic
ENSG00000148218	ALAD	metabolic
ENSG00000148384	INPP5E	metabolic
ENSG00000149313	AASDHPPT	metabolic
ENSG00000149527	PLCH2	metabolic
ENSG00000149541	B3GAT3	metabolic
ENSG00000149782	PLCB3	metabolic
ENSG00000150712	MTMR12	metabolic
ENSG00000150787	PTS	metabolic
ENSG00000150867	PIP4K2A	metabolic
ENSG00000151151	IPMK	metabolic
ENSG00000151348	EXT2	metabolic
ENSG00000151552	QDPR	metabolic
ENSG00000151611	MMAA	metabolic
ENSG00000151665	PIGF	metabolic
ENSG00000151689	INPP1	metabolic
ENSG00000152620	NADK2	metabolic
ENSG00000152782	PANK1	metabolic
ENSG00000153976	HS3ST3A1	metabolic
ENSG00000155099	PIP4P2	metabolic
ENSG00000155252	PI4K2A	metabolic
ENSG00000155893	PXYLP1	metabolic
ENSG00000156219	ART3	metabolic
ENSG00000156413	FUT6	metabolic
ENSG00000157064	NMNAT2	metabolic
ENSG00000157881	PANK4	metabolic
ENSG00000158008	EXTL1	metabolic
ENSG00000158516	CPA2	metabolic
ENSG00000158525	CPA5	metabolic
ENSG00000158874	APOA2	metabolic
ENSG00000159082	SYNJ1	metabolic
ENSG00000159267	HLCS	metabolic
ENSG00000159348	CYB5R1	metabolic
ENSG00000159398	CES5A	metabolic
ENSG00000159640	ACE	metabolic
ENSG00000160209	PDXK	metabolic
ENSG00000160688	FLAD1	metabolic
ENSG00000161513	FDXR	metabolic
ENSG00000161714	PLCD3	metabolic
ENSG00000161896	IP6K3	metabolic
ENSG00000162040	HS3ST6	metabolic
ENSG00000162482	AKR7A3	metabolic
ENSG00000162496	DHRS3	metabolic
ENSG00000162694	EXTL2	metabolic
ENSG00000162836	ACP6	metabolic
ENSG00000162882	HAAO	metabolic
ENSG00000163082	SGPP2	metabolic
ENSG00000163114	PDHA2	metabolic
ENSG00000163352	LENEP	metabolic
ENSG00000163586	FABP1	metabolic
ENSG00000163684	RPP14	metabolic
ENSG00000163719	MTMR14	metabolic
ENSG00000163738	MTHFD2L	metabolic
ENSG00000163751	CPA3	metabolic
ENSG00000163755	HPS3	metabolic
ENSG00000163864	NMNAT3	metabolic
ENSG00000163959	SLC51A	metabolic
ENSG00000163964	PIGX	metabolic
ENSG00000164172	MOCS2	metabolic
ENSG00000164879	CA3	metabolic
ENSG00000165029	ABCA1	metabolic
ENSG00000165060	FXN	metabolic
ENSG00000165078	CPA6	metabolic
ENSG00000165092	ALDH1A1	metabolic
ENSG00000165102	HGSNAT	metabolic
ENSG00000165195	PIGA	metabolic
ENSG00000165282	PIGO	metabolic
ENSG00000165458	INPPL1	metabolic
ENSG00000165688	PMPCA	metabolic
ENSG00000165782	PIP4P1	metabolic
ENSG00000166016	ABTB2	metabolic
ENSG00000166228	PCBD1	metabolic
ENSG00000166394	CYB5R2	metabolic
ENSG00000166741	NNMT	metabolic
ENSG00000166819	PLIN1	metabolic
ENSG00000166821	PEX11A	metabolic
ENSG00000166908	PIP4K2C	metabolic
ENSG00000167103	PIP5KL1	metabolic
ENSG00000167311	ART5	metabolic
ENSG00000167748	KLK1	metabolic
ENSG00000167751	KLK2	metabolic
ENSG00000167772	ANGPTL4	metabolic
ENSG00000167910	CYP7A1	metabolic
ENSG00000167996	FTH1	metabolic
ENSG00000168137	SETD5	metabolic
ENSG00000168291	PDHB	metabolic
ENSG00000168748	CA7	metabolic
ENSG00000168781	PPIP5K1	metabolic
ENSG00000168918	INPP5D	metabolic
ENSG00000169105	CHST14	metabolic
ENSG00000169375	SIN3A	metabolic
ENSG00000169814	BTD	metabolic
ENSG00000169826	CSGALNACT2	metabolic
ENSG00000169919	GUSB	metabolic
ENSG00000170485	NPAS2	metabolic
ENSG00000171100	MTM1	metabolic
ENSG00000171124	FUT3	metabolic
ENSG00000171310	CHST11	metabolic
ENSG00000171608	PIK3CD	metabolic
ENSG00000171720	HDAC3	metabolic
ENSG00000171723	GPHN	metabolic
ENSG00000171862	PTEN	metabolic
ENSG00000172009	THOP1	metabolic
ENSG00000172236	TPSAB1	metabolic
ENSG00000172828	CES3	metabolic
ENSG00000172831	CES2	metabolic
ENSG00000172890	NADSYN1	metabolic
ENSG00000172987	HPSE2	metabolic
ENSG00000173083	HPSE	metabolic
ENSG00000173221	GLRX	metabolic
ENSG00000173598	NUDT4	metabolic
ENSG00000173614	NMNAT1	metabolic
ENSG00000173786	CNP	metabolic
ENSG00000174227	PIGG	metabolic
ENSG00000174607	UGT8	metabolic
ENSG00000174684	B4GAT1	metabolic
ENSG00000175164	ABO	metabolic
ENSG00000175264	CHST1	metabolic
ENSG00000176022	B3GALT6	metabolic
ENSG00000176095	IP6K1	metabolic
ENSG00000177000	MTHFR	metabolic
ENSG00000177565	TBL1XR1	metabolic
ENSG00000178700	DHFR2	metabolic
ENSG00000180432	CYP8B1	metabolic
ENSG00000180767	CHST13	metabolic
ENSG00000181523	SGSH	metabolic
ENSG00000181867	FTMT	metabolic
ENSG00000181915	ADO	metabolic
ENSG00000182022	CHST15	metabolic
ENSG00000182197	EXT1	metabolic
ENSG00000182601	HS3ST4	metabolic
ENSG00000182621	PLCB1	metabolic
ENSG00000183760	ACP7	metabolic
ENSG00000184343	SRPK3	metabolic
ENSG00000185015	CA13	metabolic
ENSG00000185133	INPP5J	metabolic
ENSG00000185808	PIGP	metabolic
ENSG00000185825	BCAP31	metabolic
ENSG00000186104	CYP2R1	metabolic
ENSG00000186111	PIP5K1C	metabolic
ENSG00000186198	SLC51B	metabolic
ENSG00000186350	RXRA	metabolic
ENSG00000186792	HYAL3	metabolic
ENSG00000186951	PPARA	metabolic
ENSG00000187091	PLCD1	metabolic
ENSG00000187630	DHRS4L2	metabolic
ENSG00000188690	UROS	metabolic
ENSG00000196368	NUDT11	metabolic
ENSG00000196433	ASMT	metabolic
ENSG00000196498	NCOR2	metabolic
ENSG00000196511	TPK1	metabolic
ENSG00000196743	GM2A	metabolic
ENSG00000197121	PGAP1	metabolic
ENSG00000197253	TPSB2	metabolic
ENSG00000197563	PIGN	metabolic
ENSG00000197858	GPAA1	metabolic
ENSG00000197943	PLCG2	metabolic
ENSG00000198108	CHSY3	metabolic
ENSG00000198646	NCOA6	metabolic
ENSG00000198825	INPP5F	metabolic
ENSG00000198848	CES1	metabolic
ENSG00000198881	ASB12	metabolic
ENSG00000204084	INPP5B	metabolic
ENSG00000204195	AWAT1	metabolic
ENSG00000205808	PLPP6	metabolic
ENSG00000211456	SACM1L	metabolic
ENSG00000213160	KLHL23	metabolic
ENSG00000213920	MDP1	metabolic
ENSG00000215883	CYB5RL	metabolic
ENSG00000228716	DHFR	metabolic
ENSG00000228727	SAPCD1	metabolic
ENSG00000240891	PLCXD2	metabolic
ENSG00000241360	PDXP	metabolic
ENSG00000241973	PI4KA	metabolic
ENSG00000243056	EIF4EBP3	metabolic
ENSG00000244486	SCARF2	metabolic
ENSG00000249853	HS3ST5	metabolic
ENSG00000255072	PIGY	metabolic
ENSG00000256269	HMBS	metabolic
ENSG00000259431	THTPA	metabolic
ENSG00000265203	RBP3	metabolic
ENSG00000272325	NUDT3	metabolic
ENSG00000276293	PIP4K2B	metabolic
ENSG00000277161	PIGW	metabolic
ENSG00000002746	HECW1	metabolic
ENSG00000003989	SLC7A2	metabolic
ENSG00000004478	FKBP4	metabolic
ENSG00000004809	SLC22A16	metabolic
ENSG00000004864	SLC25A13	metabolic
ENSG00000004939	SLC4A1	metabolic
ENSG00000005022	SLC25A5	metabolic
ENSG00000005810	MYCBP2	metabolic
ENSG00000005882	PDK2	metabolic
ENSG00000006007	GDE1	metabolic
ENSG00000006071	ABCC8	metabolic
ENSG00000007216	SLC13A2	metabolic
ENSG00000007944	MYLIP	metabolic
ENSG00000008438	PGLYRP1	metabolic
ENSG00000009335	UBE3C	metabolic
ENSG00000010379	SLC6A13	metabolic
ENSG00000011083	SLC6A7	metabolic
ENSG00000011275	RNF216	metabolic
ENSG00000012963	UBR7	metabolic
ENSG00000013561	RNF14	metabolic
ENSG00000015520	NPC1L1	metabolic
ENSG00000017260	ATP2C1	metabolic
ENSG00000017483	SLC38A5	metabolic
ENSG00000018280	SLC11A1	metabolic
ENSG00000018625	ATP1A2	metabolic
ENSG00000024048	UBR2	metabolic
ENSG00000033178	UBA6	metabolic
ENSG00000033867	SLC4A7	metabolic
ENSG00000034677	RNF19A	metabolic
ENSG00000036565	SLC18A1	metabolic
ENSG00000036672	USP2	metabolic
ENSG00000037897	METTL1	metabolic
ENSG00000039123	MTREX	metabolic
ENSG00000039650	PNKP	metabolic
ENSG00000041880	PARP3	metabolic
ENSG00000043514	TRIT1	metabolic
ENSG00000044446	PHKA2	metabolic
ENSG00000048028	USP28	metabolic
ENSG00000049759	NEDD4L	metabolic
ENSG00000050438	SLC4A8	metabolic
ENSG00000055483	USP36	metabolic
ENSG00000058056	USP13	metabolic
ENSG00000058668	ATP2B4	metabolic
ENSG00000059378	PARP12	metabolic
ENSG00000059804	SLC2A3	metabolic
ENSG00000060762	MPC1	metabolic
ENSG00000064270	ATP2C2	metabolic
ENSG00000064651	SLC12A2	metabolic
ENSG00000065485	PDIA5	metabolic
ENSG00000065534	MYLK	metabolic
ENSG00000066230	SLC9A3	metabolic
ENSG00000066651	TRMT11	metabolic
ENSG00000067177	PHKA1	metabolic
ENSG00000067842	ATP2B3	metabolic
ENSG00000067992	PDK3	metabolic
ENSG00000068308	OTUD5	metabolic
ENSG00000069431	ABCC9	metabolic
ENSG00000069849	ATP1B3	metabolic
ENSG00000069869	NEDD4	metabolic
ENSG00000070214	SLC44A1	metabolic
ENSG00000070423	RNF126	metabolic
ENSG00000070915	SLC12A3	metabolic
